No,Komoditas,Tanggal_Raw,Harga,Tahun_Sumber
I,Beras,22/08/2017,10450,Idul Adha 2017
1,Beras Kualitas Bawah I,22/08/2017,9200,Idul Adha 2017
2,Beras Kualitas Bawah II,22/08/2017,8700,Idul Adha 2017
3,Beras Kualitas Medium I,22/08/2017,10550,Idul Adha 2017
4,Beras Kualitas Medium II,22/08/2017,9950,Idul Adha 2017
5,Beras Kualitas Super I,22/08/2017,12600,Idul Adha 2017
6,Beras Kualitas Super II,22/08/2017,11600,Idul Adha 2017
II,Daging Ayam,22/08/2017,31850,Idul Adha 2017
1,Daging Ayam Ras Segar,22/08/2017,31850,Idul Adha 2017
III,Daging Sapi,22/08/2017,123150,Idul Adha 2017
1,Daging Sapi Kualitas 1,22/08/2017,127650,Idul Adha 2017
2,Daging Sapi Kualitas 2,22/08/2017,118600,Idul Adha 2017
IV,Telur Ayam,22/08/2017,20850,Idul Adha 2017
1,Telur Ayam Ras Segar,22/08/2017,20850,Idul Adha 2017
V,Bawang Merah,22/08/2017,27050,Idul Adha 2017
1,Bawang Merah Ukuran Sedang,22/08/2017,27050,Idul Adha 2017
VI,Bawang Putih,22/08/2017,33050,Idul Adha 2017
1,Bawang Putih Ukuran Sedang,22/08/2017,33050,Idul Adha 2017
VII,Cabai Merah,22/08/2017,27750,Idul Adha 2017
1,Cabai Merah Besar,22/08/2017,30750,Idul Adha 2017
2,Cabai Merah Keriting ,22/08/2017,24750,Idul Adha 2017
VIII,Cabai Rawit,22/08/2017,29100,Idul Adha 2017
1,Cabai Rawit Hijau,22/08/2017,20700,Idul Adha 2017
2,Cabai Rawit Merah,22/08/2017,37550,Idul Adha 2017
IX,Minyak Goreng,22/08/2017,13250,Idul Adha 2017
1,Minyak Goreng Curah,22/08/2017,11900,Idul Adha 2017
2,Minyak Goreng Kemasan Bermerk 1,22/08/2017,14150,Idul Adha 2017
3,Minyak Goreng Kemasan Bermerk 2,22/08/2017,13650,Idul Adha 2017
X,Gula Pasir,22/08/2017,14600,Idul Adha 2017
1,Gula Pasir Kualitas Premium,22/08/2017,16200,Idul Adha 2017
2,Gula Pasir Lokal,22/08/2017,12950,Idul Adha 2017
I,Beras,23/08/2017,10450,Idul Adha 2017
1,Beras Kualitas Bawah I,23/08/2017,9250,Idul Adha 2017
2,Beras Kualitas Bawah II,23/08/2017,8750,Idul Adha 2017
3,Beras Kualitas Medium I,23/08/2017,10550,Idul Adha 2017
4,Beras Kualitas Medium II,23/08/2017,9950,Idul Adha 2017
5,Beras Kualitas Super I,23/08/2017,12600,Idul Adha 2017
6,Beras Kualitas Super II,23/08/2017,11600,Idul Adha 2017
II,Daging Ayam,23/08/2017,31850,Idul Adha 2017
1,Daging Ayam Ras Segar,23/08/2017,31850,Idul Adha 2017
III,Daging Sapi,23/08/2017,123150,Idul Adha 2017
1,Daging Sapi Kualitas 1,23/08/2017,127650,Idul Adha 2017
2,Daging Sapi Kualitas 2,23/08/2017,118600,Idul Adha 2017
IV,Telur Ayam,23/08/2017,20800,Idul Adha 2017
1,Telur Ayam Ras Segar,23/08/2017,20800,Idul Adha 2017
V,Bawang Merah,23/08/2017,26900,Idul Adha 2017
1,Bawang Merah Ukuran Sedang,23/08/2017,26900,Idul Adha 2017
VI,Bawang Putih,23/08/2017,32800,Idul Adha 2017
1,Bawang Putih Ukuran Sedang,23/08/2017,32800,Idul Adha 2017
VII,Cabai Merah,23/08/2017,27600,Idul Adha 2017
1,Cabai Merah Besar,23/08/2017,30600,Idul Adha 2017
2,Cabai Merah Keriting ,23/08/2017,24550,Idul Adha 2017
VIII,Cabai Rawit,23/08/2017,28750,Idul Adha 2017
1,Cabai Rawit Hijau,23/08/2017,20550,Idul Adha 2017
2,Cabai Rawit Merah,23/08/2017,36900,Idul Adha 2017
IX,Minyak Goreng,23/08/2017,13250,Idul Adha 2017
1,Minyak Goreng Curah,23/08/2017,11900,Idul Adha 2017
2,Minyak Goreng Kemasan Bermerk 1,23/08/2017,14150,Idul Adha 2017
3,Minyak Goreng Kemasan Bermerk 2,23/08/2017,13650,Idul Adha 2017
X,Gula Pasir,23/08/2017,14600,Idul Adha 2017
1,Gula Pasir Kualitas Premium,23/08/2017,16150,Idul Adha 2017
2,Gula Pasir Lokal,23/08/2017,13050,Idul Adha 2017
I,Beras,24/08/2017,10450,Idul Adha 2017
1,Beras Kualitas Bawah I,24/08/2017,9250,Idul Adha 2017
2,Beras Kualitas Bawah II,24/08/2017,8750,Idul Adha 2017
3,Beras Kualitas Medium I,24/08/2017,10550,Idul Adha 2017
4,Beras Kualitas Medium II,24/08/2017,9950,Idul Adha 2017
5,Beras Kualitas Super I,24/08/2017,12600,Idul Adha 2017
6,Beras Kualitas Super II,24/08/2017,11600,Idul Adha 2017
II,Daging Ayam,24/08/2017,31950,Idul Adha 2017
1,Daging Ayam Ras Segar,24/08/2017,31950,Idul Adha 2017
III,Daging Sapi,24/08/2017,123150,Idul Adha 2017
1,Daging Sapi Kualitas 1,24/08/2017,127650,Idul Adha 2017
2,Daging Sapi Kualitas 2,24/08/2017,118600,Idul Adha 2017
IV,Telur Ayam,24/08/2017,20800,Idul Adha 2017
1,Telur Ayam Ras Segar,24/08/2017,20800,Idul Adha 2017
V,Bawang Merah,24/08/2017,26850,Idul Adha 2017
1,Bawang Merah Ukuran Sedang,24/08/2017,26850,Idul Adha 2017
VI,Bawang Putih,24/08/2017,32850,Idul Adha 2017
1,Bawang Putih Ukuran Sedang,24/08/2017,32850,Idul Adha 2017
VII,Cabai Merah,24/08/2017,27500,Idul Adha 2017
1,Cabai Merah Besar,24/08/2017,30450,Idul Adha 2017
2,Cabai Merah Keriting ,24/08/2017,24550,Idul Adha 2017
VIII,Cabai Rawit,24/08/2017,27750,Idul Adha 2017
1,Cabai Rawit Hijau,24/08/2017,20700,Idul Adha 2017
2,Cabai Rawit Merah,24/08/2017,34750,Idul Adha 2017
IX,Minyak Goreng,24/08/2017,13250,Idul Adha 2017
1,Minyak Goreng Curah,24/08/2017,11950,Idul Adha 2017
2,Minyak Goreng Kemasan Bermerk 1,24/08/2017,14150,Idul Adha 2017
3,Minyak Goreng Kemasan Bermerk 2,24/08/2017,13650,Idul Adha 2017
X,Gula Pasir,24/08/2017,14600,Idul Adha 2017
1,Gula Pasir Kualitas Premium,24/08/2017,16100,Idul Adha 2017
2,Gula Pasir Lokal,24/08/2017,13000,Idul Adha 2017
I,Beras,25/08/2017,10450,Idul Adha 2017
1,Beras Kualitas Bawah I,25/08/2017,9250,Idul Adha 2017
2,Beras Kualitas Bawah II,25/08/2017,8750,Idul Adha 2017
3,Beras Kualitas Medium I,25/08/2017,10550,Idul Adha 2017
4,Beras Kualitas Medium II,25/08/2017,9950,Idul Adha 2017
5,Beras Kualitas Super I,25/08/2017,12600,Idul Adha 2017
6,Beras Kualitas Super II,25/08/2017,11600,Idul Adha 2017
II,Daging Ayam,25/08/2017,31900,Idul Adha 2017
1,Daging Ayam Ras Segar,25/08/2017,31900,Idul Adha 2017
III,Daging Sapi,25/08/2017,123150,Idul Adha 2017
1,Daging Sapi Kualitas 1,25/08/2017,127650,Idul Adha 2017
2,Daging Sapi Kualitas 2,25/08/2017,118600,Idul Adha 2017
IV,Telur Ayam,25/08/2017,20800,Idul Adha 2017
1,Telur Ayam Ras Segar,25/08/2017,20800,Idul Adha 2017
V,Bawang Merah,25/08/2017,26550,Idul Adha 2017
1,Bawang Merah Ukuran Sedang,25/08/2017,26550,Idul Adha 2017
VI,Bawang Putih,25/08/2017,32850,Idul Adha 2017
1,Bawang Putih Ukuran Sedang,25/08/2017,32850,Idul Adha 2017
VII,Cabai Merah,25/08/2017,27400,Idul Adha 2017
1,Cabai Merah Besar,25/08/2017,30400,Idul Adha 2017
2,Cabai Merah Keriting ,25/08/2017,24450,Idul Adha 2017
VIII,Cabai Rawit,25/08/2017,27400,Idul Adha 2017
1,Cabai Rawit Hijau,25/08/2017,20550,Idul Adha 2017
2,Cabai Rawit Merah,25/08/2017,34250,Idul Adha 2017
IX,Minyak Goreng,25/08/2017,13250,Idul Adha 2017
1,Minyak Goreng Curah,25/08/2017,11950,Idul Adha 2017
2,Minyak Goreng Kemasan Bermerk 1,25/08/2017,14150,Idul Adha 2017
3,Minyak Goreng Kemasan Bermerk 2,25/08/2017,13650,Idul Adha 2017
X,Gula Pasir,25/08/2017,14550,Idul Adha 2017
1,Gula Pasir Kualitas Premium,25/08/2017,16100,Idul Adha 2017
2,Gula Pasir Lokal,25/08/2017,13000,Idul Adha 2017
I,Beras,28/08/2017,10450,Idul Adha 2017
1,Beras Kualitas Bawah I,28/08/2017,9250,Idul Adha 2017
2,Beras Kualitas Bawah II,28/08/2017,8750,Idul Adha 2017
3,Beras Kualitas Medium I,28/08/2017,10550,Idul Adha 2017
4,Beras Kualitas Medium II,28/08/2017,9950,Idul Adha 2017
5,Beras Kualitas Super I,28/08/2017,12600,Idul Adha 2017
6,Beras Kualitas Super II,28/08/2017,11600,Idul Adha 2017
II,Daging Ayam,28/08/2017,32000,Idul Adha 2017
1,Daging Ayam Ras Segar,28/08/2017,32000,Idul Adha 2017
III,Daging Sapi,28/08/2017,123150,Idul Adha 2017
1,Daging Sapi Kualitas 1,28/08/2017,127650,Idul Adha 2017
2,Daging Sapi Kualitas 2,28/08/2017,118600,Idul Adha 2017
IV,Telur Ayam,28/08/2017,20350,Idul Adha 2017
1,Telur Ayam Ras Segar,28/08/2017,20350,Idul Adha 2017
V,Bawang Merah,28/08/2017,26600,Idul Adha 2017
1,Bawang Merah Ukuran Sedang,28/08/2017,26600,Idul Adha 2017
VI,Bawang Putih,28/08/2017,32500,Idul Adha 2017
1,Bawang Putih Ukuran Sedang,28/08/2017,32500,Idul Adha 2017
VII,Cabai Merah,28/08/2017,27500,Idul Adha 2017
1,Cabai Merah Besar,28/08/2017,30400,Idul Adha 2017
2,Cabai Merah Keriting ,28/08/2017,24550,Idul Adha 2017
VIII,Cabai Rawit,28/08/2017,27350,Idul Adha 2017
1,Cabai Rawit Hijau,28/08/2017,20800,Idul Adha 2017
2,Cabai Rawit Merah,28/08/2017,33950,Idul Adha 2017
IX,Minyak Goreng,28/08/2017,13250,Idul Adha 2017
1,Minyak Goreng Curah,28/08/2017,11950,Idul Adha 2017
2,Minyak Goreng Kemasan Bermerk 1,28/08/2017,14150,Idul Adha 2017
3,Minyak Goreng Kemasan Bermerk 2,28/08/2017,13650,Idul Adha 2017
X,Gula Pasir,28/08/2017,14550,Idul Adha 2017
1,Gula Pasir Kualitas Premium,28/08/2017,16100,Idul Adha 2017
2,Gula Pasir Lokal,28/08/2017,13000,Idul Adha 2017
I,Beras,29/08/2017,10450,Idul Adha 2017
1,Beras Kualitas Bawah I,29/08/2017,9250,Idul Adha 2017
2,Beras Kualitas Bawah II,29/08/2017,8800,Idul Adha 2017
3,Beras Kualitas Medium I,29/08/2017,10550,Idul Adha 2017
4,Beras Kualitas Medium II,29/08/2017,9950,Idul Adha 2017
5,Beras Kualitas Super I,29/08/2017,12600,Idul Adha 2017
6,Beras Kualitas Super II,29/08/2017,11600,Idul Adha 2017
II,Daging Ayam,29/08/2017,32050,Idul Adha 2017
1,Daging Ayam Ras Segar,29/08/2017,32050,Idul Adha 2017
III,Daging Sapi,29/08/2017,123150,Idul Adha 2017
1,Daging Sapi Kualitas 1,29/08/2017,127650,Idul Adha 2017
2,Daging Sapi Kualitas 2,29/08/2017,118600,Idul Adha 2017
IV,Telur Ayam,29/08/2017,20400,Idul Adha 2017
1,Telur Ayam Ras Segar,29/08/2017,20400,Idul Adha 2017
V,Bawang Merah,29/08/2017,26350,Idul Adha 2017
1,Bawang Merah Ukuran Sedang,29/08/2017,26350,Idul Adha 2017
VI,Bawang Putih,29/08/2017,32300,Idul Adha 2017
1,Bawang Putih Ukuran Sedang,29/08/2017,32300,Idul Adha 2017
VII,Cabai Merah,29/08/2017,27600,Idul Adha 2017
1,Cabai Merah Besar,29/08/2017,30700,Idul Adha 2017
2,Cabai Merah Keriting ,29/08/2017,24450,Idul Adha 2017
VIII,Cabai Rawit,29/08/2017,27000,Idul Adha 2017
1,Cabai Rawit Hijau,29/08/2017,20800,Idul Adha 2017
2,Cabai Rawit Merah,29/08/2017,33200,Idul Adha 2017
IX,Minyak Goreng,29/08/2017,13250,Idul Adha 2017
1,Minyak Goreng Curah,29/08/2017,11950,Idul Adha 2017
2,Minyak Goreng Kemasan Bermerk 1,29/08/2017,14150,Idul Adha 2017
3,Minyak Goreng Kemasan Bermerk 2,29/08/2017,13650,Idul Adha 2017
X,Gula Pasir,29/08/2017,14550,Idul Adha 2017
1,Gula Pasir Kualitas Premium,29/08/2017,16050,Idul Adha 2017
2,Gula Pasir Lokal,29/08/2017,13000,Idul Adha 2017
I,Beras,30/08/2017,10450,Idul Adha 2017
1,Beras Kualitas Bawah I,30/08/2017,9250,Idul Adha 2017
2,Beras Kualitas Bawah II,30/08/2017,8750,Idul Adha 2017
3,Beras Kualitas Medium I,30/08/2017,10550,Idul Adha 2017
4,Beras Kualitas Medium II,30/08/2017,9950,Idul Adha 2017
5,Beras Kualitas Super I,30/08/2017,12600,Idul Adha 2017
6,Beras Kualitas Super II,30/08/2017,11600,Idul Adha 2017
II,Daging Ayam,30/08/2017,32550,Idul Adha 2017
1,Daging Ayam Ras Segar,30/08/2017,32550,Idul Adha 2017
III,Daging Sapi,30/08/2017,123150,Idul Adha 2017
1,Daging Sapi Kualitas 1,30/08/2017,127650,Idul Adha 2017
2,Daging Sapi Kualitas 2,30/08/2017,118600,Idul Adha 2017
IV,Telur Ayam,30/08/2017,20550,Idul Adha 2017
1,Telur Ayam Ras Segar,30/08/2017,20550,Idul Adha 2017
V,Bawang Merah,30/08/2017,26800,Idul Adha 2017
1,Bawang Merah Ukuran Sedang,30/08/2017,26800,Idul Adha 2017
VI,Bawang Putih,30/08/2017,32200,Idul Adha 2017
1,Bawang Putih Ukuran Sedang,30/08/2017,32200,Idul Adha 2017
VII,Cabai Merah,30/08/2017,30350,Idul Adha 2017
1,Cabai Merah Besar,30/08/2017,35450,Idul Adha 2017
2,Cabai Merah Keriting ,30/08/2017,25200,Idul Adha 2017
VIII,Cabai Rawit,30/08/2017,26950,Idul Adha 2017
1,Cabai Rawit Hijau,30/08/2017,21150,Idul Adha 2017
2,Cabai Rawit Merah,30/08/2017,32800,Idul Adha 2017
IX,Minyak Goreng,30/08/2017,13300,Idul Adha 2017
1,Minyak Goreng Curah,30/08/2017,12100,Idul Adha 2017
2,Minyak Goreng Kemasan Bermerk 1,30/08/2017,14150,Idul Adha 2017
3,Minyak Goreng Kemasan Bermerk 2,30/08/2017,13650,Idul Adha 2017
X,Gula Pasir,30/08/2017,14550,Idul Adha 2017
1,Gula Pasir Kualitas Premium,30/08/2017,16050,Idul Adha 2017
2,Gula Pasir Lokal,30/08/2017,13050,Idul Adha 2017
I,Beras,31/08/2017,10450,Idul Adha 2017
1,Beras Kualitas Bawah I,31/08/2017,9250,Idul Adha 2017
2,Beras Kualitas Bawah II,31/08/2017,8750,Idul Adha 2017
3,Beras Kualitas Medium I,31/08/2017,10550,Idul Adha 2017
4,Beras Kualitas Medium II,31/08/2017,9950,Idul Adha 2017
5,Beras Kualitas Super I,31/08/2017,12600,Idul Adha 2017
6,Beras Kualitas Super II,31/08/2017,11600,Idul Adha 2017
II,Daging Ayam,31/08/2017,33400,Idul Adha 2017
1,Daging Ayam Ras Segar,31/08/2017,33400,Idul Adha 2017
III,Daging Sapi,31/08/2017,125300,Idul Adha 2017
1,Daging Sapi Kualitas 1,31/08/2017,129850,Idul Adha 2017
2,Daging Sapi Kualitas 2,31/08/2017,120800,Idul Adha 2017
IV,Telur Ayam,31/08/2017,20650,Idul Adha 2017
1,Telur Ayam Ras Segar,31/08/2017,20650,Idul Adha 2017
V,Bawang Merah,31/08/2017,27300,Idul Adha 2017
1,Bawang Merah Ukuran Sedang,31/08/2017,27300,Idul Adha 2017
VI,Bawang Putih,31/08/2017,32200,Idul Adha 2017
1,Bawang Putih Ukuran Sedang,31/08/2017,32200,Idul Adha 2017
VII,Cabai Merah,31/08/2017,32250,Idul Adha 2017
1,Cabai Merah Besar,31/08/2017,38450,Idul Adha 2017
2,Cabai Merah Keriting ,31/08/2017,25950,Idul Adha 2017
VIII,Cabai Rawit,31/08/2017,26950,Idul Adha 2017
1,Cabai Rawit Hijau,31/08/2017,21300,Idul Adha 2017
2,Cabai Rawit Merah,31/08/2017,32600,Idul Adha 2017
IX,Minyak Goreng,31/08/2017,13300,Idul Adha 2017
1,Minyak Goreng Curah,31/08/2017,12100,Idul Adha 2017
2,Minyak Goreng Kemasan Bermerk 1,31/08/2017,14150,Idul Adha 2017
3,Minyak Goreng Kemasan Bermerk 2,31/08/2017,13650,Idul Adha 2017
X,Gula Pasir,31/08/2017,14550,Idul Adha 2017
1,Gula Pasir Kualitas Premium,31/08/2017,16050,Idul Adha 2017
2,Gula Pasir Lokal,31/08/2017,13050,Idul Adha 2017
I,Beras,04/09/2017,10450,Idul Adha 2017
1,Beras Kualitas Bawah I,04/09/2017,9300,Idul Adha 2017
2,Beras Kualitas Bawah II,04/09/2017,8850,Idul Adha 2017
3,Beras Kualitas Medium I,04/09/2017,10550,Idul Adha 2017
4,Beras Kualitas Medium II,04/09/2017,10000,Idul Adha 2017
5,Beras Kualitas Super I,04/09/2017,12350,Idul Adha 2017
6,Beras Kualitas Super II,04/09/2017,11400,Idul Adha 2017
II,Daging Ayam,04/09/2017,32300,Idul Adha 2017
1,Daging Ayam Ras Segar,04/09/2017,32300,Idul Adha 2017
III,Daging Sapi,04/09/2017,122500,Idul Adha 2017
1,Daging Sapi Kualitas 1,04/09/2017,126950,Idul Adha 2017
2,Daging Sapi Kualitas 2,04/09/2017,118050,Idul Adha 2017
IV,Telur Ayam,04/09/2017,20600,Idul Adha 2017
1,Telur Ayam Ras Segar,04/09/2017,20600,Idul Adha 2017
V,Bawang Merah,04/09/2017,26100,Idul Adha 2017
1,Bawang Merah Ukuran Sedang,04/09/2017,26100,Idul Adha 2017
VI,Bawang Putih,04/09/2017,31600,Idul Adha 2017
1,Bawang Putih Ukuran Sedang,04/09/2017,31600,Idul Adha 2017
VII,Cabai Merah,04/09/2017,32000,Idul Adha 2017
1,Cabai Merah Besar,04/09/2017,38800,Idul Adha 2017
2,Cabai Merah Keriting ,04/09/2017,25200,Idul Adha 2017
VIII,Cabai Rawit,04/09/2017,26450,Idul Adha 2017
1,Cabai Rawit Hijau,04/09/2017,20850,Idul Adha 2017
2,Cabai Rawit Merah,04/09/2017,32050,Idul Adha 2017
IX,Minyak Goreng,04/09/2017,13250,Idul Adha 2017
1,Minyak Goreng Curah,04/09/2017,12050,Idul Adha 2017
2,Minyak Goreng Kemasan Bermerk 1,04/09/2017,14150,Idul Adha 2017
3,Minyak Goreng Kemasan Bermerk 2,04/09/2017,13550,Idul Adha 2017
X,Gula Pasir,04/09/2017,14500,Idul Adha 2017
1,Gula Pasir Kualitas Premium,04/09/2017,16050,Idul Adha 2017
2,Gula Pasir Lokal,04/09/2017,12950,Idul Adha 2017
I,Beras,05/09/2017,10450,Idul Adha 2017
1,Beras Kualitas Bawah I,05/09/2017,9350,Idul Adha 2017
2,Beras Kualitas Bawah II,05/09/2017,8850,Idul Adha 2017
3,Beras Kualitas Medium I,05/09/2017,10550,Idul Adha 2017
4,Beras Kualitas Medium II,05/09/2017,10000,Idul Adha 2017
5,Beras Kualitas Super I,05/09/2017,12400,Idul Adha 2017
6,Beras Kualitas Super II,05/09/2017,11400,Idul Adha 2017
II,Daging Ayam,05/09/2017,31950,Idul Adha 2017
1,Daging Ayam Ras Segar,05/09/2017,31950,Idul Adha 2017
III,Daging Sapi,05/09/2017,122500,Idul Adha 2017
1,Daging Sapi Kualitas 1,05/09/2017,126950,Idul Adha 2017
2,Daging Sapi Kualitas 2,05/09/2017,118050,Idul Adha 2017
IV,Telur Ayam,05/09/2017,20600,Idul Adha 2017
1,Telur Ayam Ras Segar,05/09/2017,20600,Idul Adha 2017
V,Bawang Merah,05/09/2017,26100,Idul Adha 2017
1,Bawang Merah Ukuran Sedang,05/09/2017,26100,Idul Adha 2017
VI,Bawang Putih,05/09/2017,31550,Idul Adha 2017
1,Bawang Putih Ukuran Sedang,05/09/2017,31550,Idul Adha 2017
VII,Cabai Merah,05/09/2017,31800,Idul Adha 2017
1,Cabai Merah Besar,05/09/2017,38400,Idul Adha 2017
2,Cabai Merah Keriting ,05/09/2017,25150,Idul Adha 2017
VIII,Cabai Rawit,05/09/2017,26200,Idul Adha 2017
1,Cabai Rawit Hijau,05/09/2017,20800,Idul Adha 2017
2,Cabai Rawit Merah,05/09/2017,31600,Idul Adha 2017
IX,Minyak Goreng,05/09/2017,13250,Idul Adha 2017
1,Minyak Goreng Curah,05/09/2017,12050,Idul Adha 2017
2,Minyak Goreng Kemasan Bermerk 1,05/09/2017,14200,Idul Adha 2017
3,Minyak Goreng Kemasan Bermerk 2,05/09/2017,13550,Idul Adha 2017
X,Gula Pasir,05/09/2017,14500,Idul Adha 2017
1,Gula Pasir Kualitas Premium,05/09/2017,16050,Idul Adha 2017
2,Gula Pasir Lokal,05/09/2017,13000,Idul Adha 2017
I,Beras,06/09/2017,10450,Idul Adha 2017
1,Beras Kualitas Bawah I,06/09/2017,9350,Idul Adha 2017
2,Beras Kualitas Bawah II,06/09/2017,8850,Idul Adha 2017
3,Beras Kualitas Medium I,06/09/2017,10550,Idul Adha 2017
4,Beras Kualitas Medium II,06/09/2017,10000,Idul Adha 2017
5,Beras Kualitas Super I,06/09/2017,12400,Idul Adha 2017
6,Beras Kualitas Super II,06/09/2017,11400,Idul Adha 2017
II,Daging Ayam,06/09/2017,31650,Idul Adha 2017
1,Daging Ayam Ras Segar,06/09/2017,31650,Idul Adha 2017
III,Daging Sapi,06/09/2017,122500,Idul Adha 2017
1,Daging Sapi Kualitas 1,06/09/2017,126950,Idul Adha 2017
2,Daging Sapi Kualitas 2,06/09/2017,118050,Idul Adha 2017
IV,Telur Ayam,06/09/2017,20550,Idul Adha 2017
1,Telur Ayam Ras Segar,06/09/2017,20550,Idul Adha 2017
V,Bawang Merah,06/09/2017,26050,Idul Adha 2017
1,Bawang Merah Ukuran Sedang,06/09/2017,26050,Idul Adha 2017
VI,Bawang Putih,06/09/2017,31250,Idul Adha 2017
1,Bawang Putih Ukuran Sedang,06/09/2017,31250,Idul Adha 2017
VII,Cabai Merah,06/09/2017,31100,Idul Adha 2017
1,Cabai Merah Besar,06/09/2017,37650,Idul Adha 2017
2,Cabai Merah Keriting ,06/09/2017,24500,Idul Adha 2017
VIII,Cabai Rawit,06/09/2017,25900,Idul Adha 2017
1,Cabai Rawit Hijau,06/09/2017,20800,Idul Adha 2017
2,Cabai Rawit Merah,06/09/2017,30950,Idul Adha 2017
IX,Minyak Goreng,06/09/2017,13250,Idul Adha 2017
1,Minyak Goreng Curah,06/09/2017,12050,Idul Adha 2017
2,Minyak Goreng Kemasan Bermerk 1,06/09/2017,14200,Idul Adha 2017
3,Minyak Goreng Kemasan Bermerk 2,06/09/2017,13600,Idul Adha 2017
X,Gula Pasir,06/09/2017,14500,Idul Adha 2017
1,Gula Pasir Kualitas Premium,06/09/2017,16050,Idul Adha 2017
2,Gula Pasir Lokal,06/09/2017,12950,Idul Adha 2017
I,Beras,07/09/2017,10450,Idul Adha 2017
1,Beras Kualitas Bawah I,07/09/2017,9350,Idul Adha 2017
2,Beras Kualitas Bawah II,07/09/2017,8900,Idul Adha 2017
3,Beras Kualitas Medium I,07/09/2017,10550,Idul Adha 2017
4,Beras Kualitas Medium II,07/09/2017,10000,Idul Adha 2017
5,Beras Kualitas Super I,07/09/2017,12400,Idul Adha 2017
6,Beras Kualitas Super II,07/09/2017,11400,Idul Adha 2017
II,Daging Ayam,07/09/2017,31100,Idul Adha 2017
1,Daging Ayam Ras Segar,07/09/2017,31100,Idul Adha 2017
III,Daging Sapi,07/09/2017,122500,Idul Adha 2017
1,Daging Sapi Kualitas 1,07/09/2017,126950,Idul Adha 2017
2,Daging Sapi Kualitas 2,07/09/2017,118050,Idul Adha 2017
IV,Telur Ayam,07/09/2017,20600,Idul Adha 2017
1,Telur Ayam Ras Segar,07/09/2017,20600,Idul Adha 2017
V,Bawang Merah,07/09/2017,26050,Idul Adha 2017
1,Bawang Merah Ukuran Sedang,07/09/2017,26050,Idul Adha 2017
VI,Bawang Putih,07/09/2017,30950,Idul Adha 2017
1,Bawang Putih Ukuran Sedang,07/09/2017,30950,Idul Adha 2017
VII,Cabai Merah,07/09/2017,30850,Idul Adha 2017
1,Cabai Merah Besar,07/09/2017,37150,Idul Adha 2017
2,Cabai Merah Keriting ,07/09/2017,24500,Idul Adha 2017
VIII,Cabai Rawit,07/09/2017,25850,Idul Adha 2017
1,Cabai Rawit Hijau,07/09/2017,20750,Idul Adha 2017
2,Cabai Rawit Merah,07/09/2017,30950,Idul Adha 2017
IX,Minyak Goreng,07/09/2017,13250,Idul Adha 2017
1,Minyak Goreng Curah,07/09/2017,12050,Idul Adha 2017
2,Minyak Goreng Kemasan Bermerk 1,07/09/2017,14200,Idul Adha 2017
3,Minyak Goreng Kemasan Bermerk 2,07/09/2017,13600,Idul Adha 2017
X,Gula Pasir,07/09/2017,14550,Idul Adha 2017
1,Gula Pasir Kualitas Premium,07/09/2017,16100,Idul Adha 2017
2,Gula Pasir Lokal,07/09/2017,12950,Idul Adha 2017
I,Beras,08/09/2017,10450,Idul Adha 2017
1,Beras Kualitas Bawah I,08/09/2017,9350,Idul Adha 2017
2,Beras Kualitas Bawah II,08/09/2017,8900,Idul Adha 2017
3,Beras Kualitas Medium I,08/09/2017,10550,Idul Adha 2017
4,Beras Kualitas Medium II,08/09/2017,10000,Idul Adha 2017
5,Beras Kualitas Super I,08/09/2017,12400,Idul Adha 2017
6,Beras Kualitas Super II,08/09/2017,11400,Idul Adha 2017
II,Daging Ayam,08/09/2017,30850,Idul Adha 2017
1,Daging Ayam Ras Segar,08/09/2017,30850,Idul Adha 2017
III,Daging Sapi,08/09/2017,122500,Idul Adha 2017
1,Daging Sapi Kualitas 1,08/09/2017,126950,Idul Adha 2017
2,Daging Sapi Kualitas 2,08/09/2017,118050,Idul Adha 2017
IV,Telur Ayam,08/09/2017,20600,Idul Adha 2017
1,Telur Ayam Ras Segar,08/09/2017,20600,Idul Adha 2017
V,Bawang Merah,08/09/2017,25800,Idul Adha 2017
1,Bawang Merah Ukuran Sedang,08/09/2017,25800,Idul Adha 2017
VI,Bawang Putih,08/09/2017,30800,Idul Adha 2017
1,Bawang Putih Ukuran Sedang,08/09/2017,30800,Idul Adha 2017
VII,Cabai Merah,08/09/2017,30550,Idul Adha 2017
1,Cabai Merah Besar,08/09/2017,36600,Idul Adha 2017
2,Cabai Merah Keriting ,08/09/2017,24400,Idul Adha 2017
VIII,Cabai Rawit,08/09/2017,25250,Idul Adha 2017
1,Cabai Rawit Hijau,08/09/2017,20600,Idul Adha 2017
2,Cabai Rawit Merah,08/09/2017,29850,Idul Adha 2017
IX,Minyak Goreng,08/09/2017,13250,Idul Adha 2017
1,Minyak Goreng Curah,08/09/2017,12050,Idul Adha 2017
2,Minyak Goreng Kemasan Bermerk 1,08/09/2017,14200,Idul Adha 2017
3,Minyak Goreng Kemasan Bermerk 2,08/09/2017,13600,Idul Adha 2017
X,Gula Pasir,08/09/2017,14550,Idul Adha 2017
1,Gula Pasir Kualitas Premium,08/09/2017,16100,Idul Adha 2017
2,Gula Pasir Lokal,08/09/2017,12950,Idul Adha 2017
I,Beras,11/09/2017,10450,Idul Adha 2017
1,Beras Kualitas Bawah I,11/09/2017,9350,Idul Adha 2017
